ID,발송일,"발송채널 (noti : 네이버앱, npay: 페이앱)",서비스명,발송 문구,발송회원수,클릭회원수,클릭율,클릭까지 소요된 평균 분(Minutes)
12,2024-01-04,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요! ,2994,432,14.429,5351.5625
13,2024-01-04,noti,신용대환대출,(광고) 아직 고민 중이세요? 내 대출 금리·한도 마저 비교하기👉 ,6441,695,10.79,8168.210072
14,2024-01-04,noti,신용대환대출,(광고) 대출 갈아타기 좋은 시간이 시작됐어요👉 ,20057,2482,12.375,23187.16197
15,2024-01-04,noti,신용대환대출,(광고) 한도가 달라졌을까? 내 금리·한도 확인할 시간이에요👉 ,7617,825,10.831,16994.88485
16,2024-01-05,noti,신용대환대출,(광고) 한도가 달라졌을까? 내 금리·한도 확인할 시간이에요👉 ,6148,707,11.5,17213.70156
17,2024-01-05,noti,신용대환대출,(광고) 대출 갈아타기 좋은 시간이 시작됐어요👉 ,25638,3155,12.306,22678.61585
18,2024-01-05,noti,신용대환대출,(광고) 아직 고민 중이세요? 내 대출 금리·한도 마저 비교하기👉 ,8091,949,11.729,11229.48261
19,2024-01-05,noti,주택담보대출비교,(광고)⌛사전신청 마감임박! 주담대 이자 줄이고 최대 1️⃣만원도 받자> ,676488,43835,6.48,1169.205521
20,2024-01-08,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요! ,2167,268,12.367,4968.365672
21,2024-01-08,noti,신용대환대출,(광고) 아직 고민 중이세요? 내 대출 금리·한도 마저 비교하기👉 ,5667,566,9.988,6127.355124
22,2024-01-08,noti,신용대환대출,(광고) 대출 갈아타기 좋은 시간이 시작됐어요👉 ,16356,1920,11.739,16888.6724
23,2024-01-08,noti,신용대환대출,(광고) 한도가 달라졌을까? 내 금리·한도 확인할 시간이에요👉 ,4524,436,9.637,13944.82798
24,2024-01-09,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요! ,3318,327,9.855,5711.366972
25,2024-01-09,noti,신용대환대출,(광고) 대출 갈아타기 좋은 시간이 시작됐어요👉 ,26452,3287,12.426,18671.5756
26,2024-01-09,noti,신용대환대출,(광고) 한도가 달라졌을까? 내 금리·한도 확인할 시간이에요👉 ,7520,669,8.896,16862.6009
27,2024-01-09,noti,신용대환대출,(광고) 아직 고민 중이세요? 내 대출 금리·한도 마저 비교하기👉 ,7935,838,10.561,7140.599045
28,2024-01-10,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요! ,3689,409,11.087,3993.374083
29,2024-01-10,noti,신용대환대출,(광고) 대출 갈아타기 좋은 시간이 시작됐어요👉 ,35261,4116,11.673,18894.4174
30,2024-01-10,noti,주택담보대출비교,🔔(광고) 🏠우리 집 이자 줄일 수 있을까? 순위에 들면 최대 1️⃣0️⃣만원이 > ,473903,29907,6.311,1042.496673
31,2024-01-10,noti,신용대환대출,(광고) 아직 고민 중이세요? 내 대출 금리·한도 마저 비교하기👉 ,10590,1037,9.792,9508.406943
32,2024-01-10,noti,신용대환대출,(광고) 한도가 달라졌을까? 내 금리·한도 확인할 시간이에요👉 ,7224,590,8.167,13948.79661
33,2024-01-11,noti,신용대환대출,(광고) 대출 갈아타기 좋은 시간이 시작됐어요👉 ,30928,3481,11.255,19927.16892
34,2024-01-11,noti,주택담보대출비교,🔔(광고) 🏠우리 집 이자 줄일 수 있을까? 순위에 들면 최대 1️⃣0️⃣만원이 > ,514217,23080,4.488,1131.370017
35,2024-01-11,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요! ,3854,358,9.289,3603.365922
36,2024-01-11,noti,신용대환대출,(광고) 한도가 달라졌을까? 내 금리·한도 확인할 시간이에요👉 ,6305,538,8.533,19647.23792
37,2024-01-11,noti,신용대환대출,(광고) 아직 고민 중이세요? 내 대출 금리·한도 마저 비교하기👉 ,9077,942,10.378,8538.014862
38,2024-01-12,noti,신용대환대출,(광고) 아직 고민 중이세요? 내 대출 금리·한도 마저 비교하기👉 ,7123,716,10.052,8338.456704
39,2024-01-12,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요! ,2969,258,8.69,5105.484496
40,2024-01-12,noti,주택담보대출비교,(광고) 🏠우리 집 이자 줄일 수 있을까? 순위에 들면 최대 1️⃣0️⃣만원이 > ,590472,36860,6.242,1351.965355
41,2024-01-12,noti,신용대환대출,(광고) 한도가 달라졌을까? 내 금리·한도 확인할 시간이에요👉 ,5159,442,8.568,14595.70588
42,2024-01-12,noti,신용대환대출,(광고) 대출 갈아타기 좋은 시간이 시작됐어요👉 ,23556,2571,10.914,20455.26682
43,2024-01-17,noti,주택담보대출비교,내가 봤던 그 집 🏠 대출 얼마까지 가능할까?,385756,18348,4.756,1300.450621
44,2024-01-18,noti,신용대환대출,(광고) 대출 갈아타기 좋은 시간이 시작됐어요👉 ,23185,2518,10.86,18037.84829
45,2024-01-18,noti,신용대환대출,(광고) 한도가 달라졌을까? 내 금리·한도 확인할 시간이에요👉 ,5810,499,8.589,18504.75752
46,2024-01-18,noti,주택담보대출비교,내가 봤던 그 집 🏠 대출 얼마까지 가능할까?,823866,36326,4.409,1666.677118
47,2024-01-18,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요! ,2348,211,8.986,5289.132701
48,2024-01-18,noti,신용대환대출,(광고) 아직 고민 중이세요? 내 대출 금리·한도 마저 비교하기👉 ,3286,325,9.89,10881.36615
49,2024-01-19,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요! ,2546,246,9.662,4008.565041
50,2024-01-19,noti,신용대환대출,(광고) 아직 고민 중이세요? 내 대출 금리·한도 마저 비교하기👉 ,2832,337,11.9,8089.84273
51,2024-01-19,noti,신용대환대출,(광고) 한도가 달라졌을까? 내 금리·한도 확인할 시간이에요👉 ,5486,421,7.674,16084.13539
52,2024-01-19,noti,신용대환대출,(광고) 대출 갈아타기 좋은 시간이 시작됐어요👉 ,23379,2683,11.476,20414.01528
53,2024-01-22,noti,신용대환대출,(광고) 아직 고민 중이세요? 내 대출 금리·한도 마저 비교하기👉 ,1718,169,9.837,7224.142012
54,2024-01-22,noti,신용대환대출,(광고) 한도가 달라졌을까? 내 금리·한도 확인할 시간이에요👉 ,6141,502,8.175,17508.35657
55,2024-01-22,noti,신용대환대출,(광고) 대출 갈아타기 좋은 시간이 시작됐어요👉 ,14610,1461,10,18462.12115
56,2024-01-23,noti,신용대환대출,(광고) 한도가 달라졌을까? 내 금리·한도 확인할 시간이에요👉 ,7300,591,8.096,15264.96785
57,2024-01-23,noti,주택담보대출비교,📢 랭킹 이벤트가 다시 시작되었습니다. 최저금리 TOP 50에 들면?,151430,13800,9.113,488.2355797
58,2024-01-23,noti,신용대출비교,(광고) 🎉 축하합니다! 첫 달 이자지원금 적립! 받은 만큼 한번 더 적립 받으세요 👉 >,5413,707,13.061,518.562942
59,2024-01-23,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요! ,2426,215,8.862,6072.595349
60,2024-01-23,noti,전월세대출비교 사전신청,곧 전월세대출도 갈아탈 수 있어요! 사전신청하고 낮은 금리로 대출 이사 준비🏋️,301544,16270,5.396,852.1451752
61,2024-01-23,noti,신용대환대출,(광고) 대출 갈아타기 좋은 시간이 시작됐어요👉 ,22928,2387,10.411,17726.28781
62,2024-01-23,noti,신용대환대출,(광고) 아직 고민 중이세요? 내 대출 금리·한도 마저 비교하기👉 ,2600,295,11.346,9191.274576
63,2024-01-23,noti,주택담보대출비교,첫 한도조회 시  최대 5️⃣천원 뽑기 진행 중! 랭킹 이벤트에도 자동 참여돼요,590629,79953,13.537,963.6266306
64,2024-01-24,noti,신용대환대출,(광고) 대출 갈아타기 좋은 시간이 시작됐어요👉 ,20055,2338,11.658,19269.96878
65,2024-01-24,noti,신용대환대출,(광고) 한도가 달라졌을까? 내 금리·한도 확인할 시간이에요👉 ,7703,530,6.88,14198.7434
66,2024-01-24,noti,신용대환대출,(광고) 아직 고민 중이세요? 내 대출 금리·한도 마저 비교하기👉 ,2911,411,14.119,9008.756691
67,2024-01-24,noti,주택담보대출비교,[네이버페이 자동차보험비교] 💰아낀 보험료 확인하고 최대3만 포인트 받기👉 > ,445030,60559,13.608,1128.384683
68,2024-01-25,noti,주택담보대출비교,내가 봤던 그 집 🏠 대출 얼마까지 가능할까?,670368,24833,3.704,1342.843998
69,2024-01-25,noti,전월세대출비교 사전신청,곧 전월세대출도 갈아탈 수 있어요! 사전신청하고 낮은 금리로 대출 이사 준비🏋️,355903,21306,5.986,1120.085985
70,2024-01-26,noti,신용점수조회,(광고) 2024년 신용점수 변했을까? 올해 첫 점수를 1초 만에 확인하세요! ,882624,32559,3.689,1528.08351
71,2024-01-26,noti,신용점수조회,(광고) 신용점수 조회로 미리미리 관리하세요. ☞나의 신용점수 분석 리포트 확인하기 ,903487,34827,3.855,1731.806041
72,2024-01-26,noti,전월세대출비교 사전신청,⌛사전신청 마감임박! 전월세대출 이자 줄이고 1️⃣천원도 받자>️,499831,31912,6.385,1054.777858
73,2024-01-29,noti,주택담보대출비교,📢 랭킹 이벤트가 다시 시작되었습니다. 최저금리 TOP 50에 들면?,448002,33786,7.541,1006.595424
74,2024-01-29,noti,전월세대출비교 사전신청,⌛사전신청 마감임박! 전월세대출 이자 줄이고 1️⃣천원도 받자>️,471121,19177,4.071,900.876258
75,2024-01-30,noti,신용대환대출,(광고) 한도가 달라졌을까? 내 금리·한도 확인할 시간이에요👉 ,5223,362,6.931,16328.49171
76,2024-01-30,noti,전월세대출비교 사전신청,⌛사전신청 마지막날! 전월세대출 이자 줄이고 1️⃣천원도 받자>,977134,55727,5.703,764.4473056
77,2024-02-01,noti,신용대환대출,(광고) 아직 고민 중이세요? 내 대출 금리·한도 마저 비교하기👉 ,2488,237,9.526,7307.995781
78,2024-02-01,noti,신용대환대출,(광고) 한도가 달라졌을까? 내 금리·한도 확인할 시간이에요👉 ,4891,394,8.056,17244.74365
79,2024-02-01,noti,신용대환대출,(광고) 대출 갈아타기 좋은 시간이 시작됐어요👉 ,24938,2800,11.228,15443.81893
80,2024-02-02,noti,신용대환대출,(광고) 아직 고민 중이세요? 내 대출 금리·한도 마저 비교하기👉 ,2676,305,11.398,8398.609836
81,2024-02-02,noti,신용대환대출,(광고) 대출 갈아타기 좋은 시간이 시작됐어요👉 ,26762,2757,10.302,16803.79035
82,2024-02-02,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요! ,3162,431,13.631,5898.201856
83,2024-02-02,noti,신용대환대출,(광고) 한도가 달라졌을까? 내 금리·한도 확인할 시간이에요👉 ,3828,253,6.609,14909.20158
84,2024-02-02,noti,전월세대출비교,3️⃣%대 전월세대출이 있어요! 나도 갈아탈 수 있울까?👀 >,471224,62097,13.178,969.6970224
85,2024-02-05,noti,신용대환대출,(광고) 아직 고민 중이세요? 내 대출 금리·한도 마저 비교하기👉 ,1687,153,9.069,9318.607843
86,2024-02-05,noti,신용대환대출,(광고) 한도가 달라졌을까? 내 금리·한도 확인할 시간이에요👉 ,5339,397,7.436,14943.32494
87,2024-02-05,noti,주택담보대출비교,📢 최저금리 3.4%부터! 나도 50위 안에 들 수 있을까?,972710,52236,5.37,1178.160292
88,2024-02-05,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2023년 나의 신용분석 리포트 받으세요! ,2467,250,10.134,3911.04
89,2024-02-05,noti,신용대환대출,(광고) 대출 갈아타기 좋은 시간이 시작됐어요👉 ,15238,1449,9.509,14652.08006
90,2024-02-06,noti,신용대환대출,(광고) 한도가 달라졌을까? 내 금리·한도 확인할 시간이에요👉 ,3638,235,6.46,12624.76596
91,2024-02-06,noti,전월세대출비교,3️⃣%대 전월세대출이 있어요! 나도 갈아탈 수 있울까?👀 >,533677,20049,3.757,1093.629857
92,2024-02-06,noti,신용대환대출,(광고) 아직 고민 중이세요? 내 대출 금리·한도 마저 비교하기👉 ,2790,359,12.867,7386.537604
